Date,Revenue,Expenses,Profit,Cash Flow,Debt,Assets,Liabilities,Marketing Spend,Employee Count,Tax Paid,Operational Cost
2017-04-01,23491,18865,4626,3951,45224,140859,61514,12606,285,8346,14361.55
2017-04-02,20706,19294,1412,3420,24242,90603,59206,8929,122,2256,14231.69
2017-04-03,35728,61939,-26211,-22398,40514,60952,59626,14885,435,8116,46497.44
2017-04-04,26997,27965,-968,2858,45180,113185,44746,14185,370,10174,18814.25
2017-04-05,80408,27228,53180,50173,21254,85478,25557,18263,166,2712,17552.41
2017-04-06,78097,63419,14678,12353,40960,68876,36020,12732,248,11164,47926.29
2017-04-07,58523,46377,12146,13007,48159,82863,23188,18392,475,11836,31955.5
2017-04-08,45163,73808,-28645,-31305,40184,79386,51758,18705,325,6627,54448.74
2017-04-09,37718,64229,-26511,-21910,19288,115779,31941,19429,301,6726,49742.85
2017-04-10,59619,49927,9692,8508,33151,78284,42806,12325,188,2371,33395.47
2017-04-11,32126,27822,4304,8324,21940,124265,53370,17825,261,8108,20965.37
2017-04-12,84926,45070,39856,37137,33839,143578,52978,15182,414,10418,31125.2
2017-04-13,60633,18187,42446,44909,43301,54371,37132,9548,307,11595,13160.38
2017-04-14,97654,73509,24145,24967,19132,117371,23407,5020,146,4856,56282.18
2017-04-15,23317,22135,1182,4910,41826,53857,21227,18623,391,9646,14603.15
2017-04-16,64980,28508,36472,41066,26395,90035,40274,17551,397,2468,21885.58
2017-04-17,64115,48557,15558,19554,43284,63827,24886,5668,208,7225,31129.14
2017-04-18,81646,65715,15931,17613,25475,127524,52710,9255,276,6823,44983.36
2017-04-19,63158,49090,14068,18111,39018,145321,54161,9543,315,13691,32157.29
2017-04-20,75963,61155,14808,17905,11724,141789,64279,14175,391,13875,36892.1
2017-04-21,67631,54441,13190,8745,44951,55977,66125,10547,108,7234,32793.11
2017-04-22,69316,78587,-9271,-6204,33989,83369,66840,11082,412,10143,50222.25
2017-04-23,79342,65654,13688,14029,24852,138104,33037,10943,279,11636,47876.9
2017-04-24,35504,54884,-19380,-19337,20006,89886,48917,12747,163,9355,38695.4
2017-04-25,88593,41067,47526,49926,16655,146858,46717,10770,184,12248,27257.34
2017-04-26,46660,33043,13617,14646,44443,102664,38831,18915,342,4165,22759.82
2017-04-27,57196,45572,11624,13442,34579,106790,68187,9772,318,6198,33502.34
2017-04-28,85938,24507,61431,58525,12793,111973,68296,8719,423,5821,19062.83
2017-04-29,28605,18062,10543,9021,32631,56793,62427,7489,459,6846,11773.23
2017-04-30,77388,39700,37688,35618,36996,107284,21428,11785,52,6169,30808.52
2017-05-01,75501,67214,8287,11732,32152,92033,65309,13197,344,7301,45848.33
2017-05-02,73309,72862,447,-1033,14377,133555,61478,10791,443,10690,48595.02
2017-05-03,47043,33454,13589,8647,20522,107615,69114,13547,470,13506,23876.82
2017-05-04,53635,68409,-14774,-16072,44268,121647,28938,5402,328,10241,45916.14
2017-05-05,99315,25868,73447,78360,14330,74458,57139,10482,69,5359,17025.33
2017-05-06,53132,17553,35579,33186,28109,119478,57035,9072,339,14745,13691.08
2017-05-07,35366,44553,-9187,-9077,25537,125234,63307,17132,309,11917,30342.38
2017-05-08,92107,43511,48596,52052,30312,106259,47706,15641,465,10459,27424.87
2017-05-09,82580,32428,50152,46859,39009,121126,39689,13034,158,13560,22260.91
2017-05-10,77889,57747,20142,17435,25861,62610,57107,14816,219,10747,37988.11
2017-05-11,99553,20957,78596,76080,31725,115728,30027,7983,451,4428,14722.03
2017-05-12,59236,59495,-259,-2524,43223,148811,42096,5059,357,11265,43344.09
2017-05-13,24150,19578,4572,3027,26085,114800,60915,13165,178,9995,11807.15
2017-05-14,39423,53389,-13966,-18029,41444,149465,43169,11311,136,3298,40445.11
2017-05-15,24137,49734,-25597,-29720,22697,90246,69852,13769,413,5859,34494.49
2017-05-16,49992,25548,24444,28182,32108,119535,45108,14877,437,9933,18097.86
2017-05-17,64921,36353,28568,26030,36564,106876,49323,12204,279,13977,22811.08
2017-05-18,99369,61632,37737,37230,10557,89198,67355,6901,223,4276,42368.05
2017-05-19,86917,33634,53283,54418,22749,69924,28140,6056,208,4176,23491.39
2017-05-20,93690,26679,67011,69992,32498,51658,33760,6299,115,12141,16226.42
2017-05-21,54235,62743,-8508,-11293,13990,52135,62449,18735,483,14255,39859.16
2017-05-22,98975,39717,59258,59984,27552,78809,44141,18304,385,14102,26747.87
2017-05-23,39122,61935,-22813,-21866,11367,88661,67326,10259,410,9374,39382.59
2017-05-24,43956,40579,3377,6798,21879,102955,57975,10168,303,11877,26947.59
2017-05-25,83879,79102,4777,1204,19791,131536,46931,6697,454,12927,61359.96
2017-05-26,78560,41730,36830,38117,18348,86601,29944,5866,425,5402,30251.09
2017-05-27,88685,49782,38903,35602,37955,81598,44291,14574,198,9102,35340.54
2017-05-28,44660,19624,25036,22181,14989,129211,32813,5948,243,2931,15089.44
2017-05-29,21168,67760,-46592,-43394,33679,101017,47537,16323,357,2414,43862.72
2017-05-30,65124,38103,27021,28979,35623,61165,31196,5065,341,7901,30300.19
2017-05-31,55897,40544,15353,14625,43698,59038,31839,6307,376,14456,26105.62
2017-06-01,35032,68077,-33045,-28624,17342,63773,48839,9562,448,11070,47549.84
2017-06-02,72797,43534,29263,26086,35700,85671,49379,6719,150,8216,34511.4
2017-06-03,55294,53636,1658,642,40770,120718,33626,15250,378,6469,35760.27
2017-06-04,63827,75079,-11252,-7430,44049,124825,32922,13362,434,2444,47555.87
2017-06-05,23516,62394,-38878,-35417,38228,55593,66176,13955,65,7763,42518.38
2017-06-06,39751,48572,-8821,-10050,24763,81101,68101,5175,265,3657,31405.69
2017-06-07,50373,65486,-15113,-19613,26034,102243,22625,6721,265,10725,49093.65
2017-06-08,50270,43560,6710,7316,47583,59244,56210,7744,443,7044,34154.17
2017-06-09,30386,48435,-18049,-15110,26889,52753,50105,8725,88,12587,37360.8
2017-06-10,84817,48152,36665,37272,48991,84497,39085,14189,60,4640,30271.24
2017-06-11,85184,59084,26100,23850,25390,87685,42280,6879,79,8217,46688.19
2017-06-12,99693,73952,25741,22053,18416,53928,28454,9089,217,4019,55251.14
2017-06-13,57879,34638,23241,20394,46606,116833,28040,8253,466,3245,26035.17
2017-06-14,69597,51208,18389,18125,39904,125500,37838,17929,440,13153,36356.7
2017-06-15,59132,66900,-7768,-12160,46820,84055,61657,16305,439,7704,45137.21
2017-06-16,23626,31396,-7770,-7666,39090,114237,35123,11903,429,5878,20420.59
2017-06-17,97065,55494,41571,38234,25856,73602,21614,18958,227,6576,38519.26
2017-06-18,75390,58967,16423,14717,43509,81863,28119,7291,485,12070,44873.14
2017-06-19,36645,41783,-5138,-4214,14409,89780,35868,15853,249,9801,27668.89
2017-06-20,74144,20403,53741,50738,38465,102689,69521,7696,482,7269,15872.94
2017-06-21,33382,79052,-45670,-44648,31837,93657,58753,5032,429,7276,49744.04
2017-06-22,24025,38838,-14813,-16628,25423,129503,67218,7424,70,4112,23688.63
2017-06-23,63226,53919,9307,5838,48951,107976,62711,19073,373,9256,37773.81
2017-06-24,99380,27359,72021,71237,19458,74113,57569,15563,416,11293,21499.59
2017-06-25,89711,62995,26716,29100,24696,94777,35891,5447,396,3777,48325.69
2017-06-26,94710,74489,20221,18927,27652,79237,62892,16104,340,7123,46748.74
2017-06-27,23443,37614,-14171,-11912,17989,146043,33080,16454,173,13623,23625.92
2017-06-28,41395,25057,16338,15840,46448,136340,60056,7439,178,9174,15512.53
2017-06-29,30725,15100,15625,19492,21220,115758,51779,14018,449,10156,11437.95
2017-06-30,53461,43655,9806,14652,17312,71267,43554,15599,80,4579,29075.41
2017-07-01,61115,76720,-15605,-15601,41619,148342,51790,18448,108,5567,51147.1
2017-07-02,99790,19978,79812,78356,30431,109138,40619,17427,279,14743,15683.31
2017-07-03,99557,57272,42285,41103,25927,83538,61659,10177,67,7344,41701.37
2017-07-04,91260,25988,65272,68359,28027,61166,59136,10419,342,9838,20428.99
2017-07-05,48690,29531,19159,21241,20220,53334,28987,19986,170,9218,19131.8
2017-07-06,21407,54302,-32895,-34452,23217,88298,58480,14871,187,10837,40638.05
2017-07-07,93568,68856,24712,25421,17595,112449,48557,9673,354,7603,42604.72
2017-07-08,78560,64601,13959,10006,41452,108048,61976,8182,328,9673,47353.7
2017-07-09,67340,26631,40709,45232,23492,62869,49806,12333,68,5950,18274.91
2017-07-10,37794,26693,11101,8761,22785,137507,29921,15922,418,3491,16184.66
2017-07-11,39881,50935,-11054,-8124,36238,103355,65371,10476,347,7945,31420.73
2017-07-12,69703,53148,16555,18613,49109,83978,30316,17397,440,5638,41887.78
2017-07-13,64354,28823,35531,36797,29798,56401,58419,12535,271,12638,21817.72
2017-07-14,98462,39696,58766,62721,10032,83531,65578,15434,471,6128,30175.39
2017-07-15,34390,26629,7761,10838,49245,99070,23433,12522,346,2444,16148.58
2017-07-16,47307,18856,28451,26859,45049,115887,65699,8054,239,8819,14138.78
2017-07-17,44502,46051,-1549,-248,14982,80202,47182,15824,348,3680,27879.55
2017-07-18,42486,16075,26411,28905,25288,124003,20633,14200,413,11284,10559.81
2017-07-19,58258,63523,-5265,-8581,39099,86323,67754,11883,259,9294,44439.02
2017-07-20,77716,35797,41919,37788,11289,124010,41363,15630,316,14408,24286.25
2017-07-21,30748,58682,-27934,-27811,31484,102819,39672,14716,481,2684,36864.63
2017-07-22,82785,48469,34316,38421,27702,93794,24502,19456,179,9341,38612.5
2017-07-23,96050,51116,44934,45809,27847,59910,61680,9505,141,12105,31217.42
2017-07-24,42738,76012,-33274,-31062,27968,83086,48093,10579,382,4748,55997.42
2017-07-25,94231,23185,71046,72773,26953,139642,62036,7511,413,12632,17579.13
2017-07-26,93606,42841,50765,55587,34726,144675,46974,6950,73,11818,28085.98
2017-07-27,61662,21836,39826,35368,32150,54470,69805,15903,126,14986,14879.03
2017-07-28,35123,61072,-25949,-28746,17468,94747,23374,19528,460,2138,37668.88
2017-07-29,45616,39596,6020,3955,26728,113087,21553,8511,192,10178,26604.86
2017-07-30,31182,58406,-27224,-31473,33862,143373,45922,15302,262,10945,39103.81
2017-07-31,82013,37218,44795,41906,11659,145305,45708,8481,152,13086,22553.18
2017-08-01,51331,50017,1314,4926,41926,100676,41218,12481,51,7734,32651.28
2017-08-02,66098,25705,40393,42669,43701,84494,20252,7074,187,5701,20191.9
2017-08-03,46128,34606,11522,16200,41890,122331,58502,7085,259,12754,25448.47
2017-08-04,51556,36375,15181,15880,14716,56758,61878,12214,228,8417,21932.04
2017-08-05,41876,57142,-15266,-19720,23032,54809,31358,14712,425,6204,40204.42
2017-08-06,28949,41933,-12984,-13023,48377,83007,39899,10359,289,5941,28080.8
2017-08-07,71962,23118,48844,46401,16746,66994,68314,15106,378,10441,18423.97
2017-08-08,91206,50319,40887,37458,24710,62523,51281,8802,125,11236,39738.36
2017-08-09,44099,41649,2450,4034,13575,147511,49328,19868,494,4209,30707.89
2017-08-10,32716,72409,-39693,-36048,45319,132148,56698,5590,323,10233,43711.46
2017-08-11,72611,72254,357,-1952,39914,120544,54568,16251,166,2066,45478.24
2017-08-12,58885,60318,-1433,527,40190,75884,32447,13698,414,14343,45356.64
2017-08-13,73144,72815,329,5278,32049,143401,43829,19731,244,10071,52451.79
2017-08-14,85220,17214,68006,67780,33562,116888,34631,17056,325,4619,11130.33
2017-08-15,27837,79287,-51450,-56391,34549,135170,60269,8779,340,3977,49287.83
2017-08-16,69355,75569,-6214,-1605,48148,113614,37655,19700,143,12242,50876.98
2017-08-17,67299,23534,43765,44976,27395,113435,65363,7645,372,9015,18246.62
2017-08-18,39159,64869,-25710,-29372,30550,110650,21485,18433,320,5468,45913.9
2017-08-19,71012,50228,20784,24442,33715,149225,67531,18994,195,6047,33066.84
2017-08-20,79305,59696,19609,21610,20500,79920,45525,10810,365,5242,36880.14
2017-08-21,37106,18255,18851,21799,43628,116271,43264,9058,59,11693,11613.86
2017-08-22,78123,69942,8181,5652,36010,135322,33615,19424,92,3327,47798.08
2017-08-23,28720,42841,-14121,-10210,11439,115532,24117,10655,153,6232,32194.37
2017-08-24,57661,79513,-21852,-17425,46184,111468,37196,17296,377,7484,55422.13
2017-08-25,41120,20334,20786,24540,13953,97290,53051,17137,347,8357,14115.96
2017-08-26,39790,27281,12509,16683,42609,72279,52740,9885,422,13484,17886.51
2017-08-27,78655,54598,24057,23577,49528,94824,24162,5794,333,9244,35489.93
2017-08-28,79643,55522,24121,27222,33287,125924,42101,6340,106,12947,40773.28
2017-08-29,67374,54708,12666,9396,49383,53363,45069,19167,274,9597,40635.84
2017-08-30,62907,45697,17210,16549,26545,143916,21638,18120,258,12201,36207.73
2017-08-31,70071,25722,44349,47228,27441,116713,35958,10440,190,6146,20060.85
2017-09-01,54812,51400,3412,6449,41858,141939,28197,13333,68,11245,36860.35
2017-09-02,69570,73399,-3829,-1029,27837,118581,21677,18039,415,12354,53010.5
2017-09-03,70901,31029,39872,37919,14826,91435,67651,15729,88,11141,21046.73
2017-09-04,80186,15014,65172,69721,29168,78328,33142,7067,486,10641,11930.46
2017-09-05,70251,59349,10902,11127,46135,148634,24651,14056,418,13772,46491.31
2017-09-06,85171,61925,23246,20031,30651,137979,55565,10292,128,9015,37679.03
2017-09-07,56160,26506,29654,26616,21427,116003,62028,12846,492,10101,17876.28
2017-09-08,39156,23208,15948,18194,49734,68135,23442,10459,342,11900,15786.54
2017-09-09,96208,42157,54051,58431,14294,132606,69608,15992,316,9749,27563.98
2017-09-10,99980,24971,75009,75974,28481,54264,68040,14040,146,9205,17183.81
2017-09-11,92320,66101,26219,23897,42241,106588,38181,10277,253,12229,45619.68
2017-09-12,37929,56040,-18111,-17006,19657,76297,35469,17748,449,7432,42331.56
2017-09-13,86606,38183,48423,48730,33881,123665,37798,19805,434,11782,29861.41
2017-09-14,82559,37963,44596,42719,45095,147616,38642,6983,455,12384,26784.84
2017-09-15,74205,50847,23358,21501,14041,141889,30590,16877,258,5826,33122.7
2017-09-16,88475,23127,65348,63148,12618,118793,68354,9965,235,3156,16354.73
2017-09-17,84341,56978,27363,22686,25532,122410,51068,17360,225,6747,36214.43
2017-09-18,62863,62782,81,-2717,22441,108725,21070,9443,96,13809,42077.83
2017-09-19,85439,30646,54793,55995,26093,55441,69002,14238,359,8332,21667.14
2017-09-20,27194,40355,-13161,-10719,44522,123981,57616,14503,196,10194,31894.52
2017-09-21,91387,33208,58179,54973,17659,111600,29932,17624,168,10809,23039.04
2017-09-22,86214,37713,48501,45843,18128,145053,66076,10927,369,12570,22704.6
2017-09-23,49777,47267,2510,555,49857,50026,41607,14893,115,10465,29401.49
2017-09-24,46183,18864,27319,23626,32143,81025,42028,16325,65,5696,12822.94
2017-09-25,47445,25661,21784,18239,27081,60595,20487,5554,472,8531,16263.86
2017-09-26,87038,47559,39479,43633,30341,83754,41815,16227,454,14986,31609.94
2017-09-27,36198,66665,-30467,-25558,23729,67997,47659,10716,350,6886,51614
2017-09-28,41411,25322,16089,16480,34293,110878,46628,5565,242,2796,18679.79
2017-09-29,70577,21710,48867,46406,22559,124906,22764,13684,72,3966,15787.26
2017-09-30,35867,46362,-10495,-11877,49323,124423,30678,19899,431,14763,31463.44
2017-10-01,82501,47380,35121,32499,11038,65353,39070,12862,475,10554,35736.92
2017-10-02,34266,79994,-45728,-41662,41405,131786,54635,18740,315,10872,63970.58
2017-10-03,59422,56284,3138,343,18735,128151,37934,10074,133,6455,37521.03
2017-10-04,55208,67642,-12434,-16295,40280,56612,46177,9525,317,7178,49619.67
2017-10-05,51213,29386,21827,20418,36877,129521,52463,10041,400,2757,18818.24
2017-10-06,27367,28338,-971,-1257,16282,102528,46848,9310,90,14586,17561.07
2017-10-07,99026,73020,26006,25720,18901,68139,51798,5325,168,10631,57995.3
2017-10-08,55362,70277,-14915,-10178,27697,79399,34040,16154,105,10344,45030.35
2017-10-09,71588,30316,41272,40939,47169,91616,26070,7115,255,13417,18812.2
2017-10-10,58285,39463,18822,22279,33380,51272,21326,12728,439,4751,27488.69
2017-10-11,94755,25203,69552,72845,19964,93379,69903,18334,86,11145,18632.2
2017-10-12,91846,19888,71958,74812,36015,106063,48668,9996,413,13451,11934.42
2017-10-13,56307,43192,13115,15273,33117,54005,24365,16711,203,11952,29364.49
2017-10-14,39867,26325,13542,12515,29699,132944,38423,11432,256,5719,18266.66
2017-10-15,76523,34088,42435,47161,34984,97781,59401,11731,497,2052,23815.23
2017-10-16,26378,24386,1992,-739,25579,134505,21678,16262,307,10947,16589.77
2017-10-17,96958,63413,33545,31028,14814,122900,29378,12395,306,11285,39989.37
2017-10-18,47926,54028,-6102,-9889,42179,92691,34753,14980,136,3142,40117.9
2017-10-19,33180,26267,6913,6648,40903,72380,21736,5570,308,8956,19109.08
2017-10-20,56931,46809,10122,9551,31106,140739,40466,15844,52,13752,28394.39
2017-10-21,44014,30419,13595,17693,15243,146313,54597,15445,206,10071,21918.93
2017-10-22,99872,40480,59392,64165,45221,80741,58905,17806,71,8719,30382.5
2017-10-23,78502,68749,9753,14549,36158,80127,69024,16818,63,10442,42981.88
2017-10-24,25470,60854,-35384,-34389,35797,50268,57078,11703,106,13906,45795.12
2017-10-25,34953,17904,17049,12618,26946,111398,59437,10749,240,8485,11672.91
2017-10-26,58507,59260,-753,2342,24917,134576,65848,16177,125,3855,43588.41
2017-10-27,26523,48891,-22368,-25823,18054,115033,65172,10053,222,4806,35877.85
2017-10-28,77190,28430,48760,44668,39770,73825,43544,17051,209,6660,20274.52
2017-10-29,67761,78556,-10795,-11333,21029,107398,49095,5238,181,14837,50633.09
2017-10-30,51169,29999,21170,20253,17500,137962,27154,12716,311,3334,19643.96
2017-10-31,65641,38319,27322,25662,40651,144007,51251,16725,426,3717,26615.32
2017-11-01,42990,35700,7290,9237,24229,122247,24176,5993,406,14323,21609.29
2017-11-02,49661,42633,7028,9067,48654,78208,22655,7038,87,6010,29131.71
2017-11-03,33419,66422,-33003,-30891,41993,111929,21210,10416,199,5615,49065.13
2017-11-04,34457,34108,349,-2226,38069,92753,44709,13872,344,2600,20480.54
2017-11-05,87600,55889,31711,33866,39584,74507,27334,15070,422,5675,41792.79
2017-11-06,96102,39055,57047,61252,43240,72611,33275,12654,69,13195,26799.82
2017-11-07,53085,33642,19443,21113,19488,134261,27817,6767,57,14381,23461.22
2017-11-08,70654,68014,2640,-488,33516,131026,51905,7948,332,8469,43828.45
2017-11-09,26130,73274,-47144,-47235,26619,90923,60758,8744,201,5945,50032.45
2017-11-10,22042,18646,3396,6793,15165,107810,60778,7479,140,2975,13074.31
2017-11-11,90134,28173,61961,57776,11678,113354,28778,8070,133,3754,22418.82
2017-11-12,62982,22025,40957,36022,30712,110843,42491,13107,155,12697,15943.88
2017-11-13,85185,27549,57636,54687,32944,117966,20214,11601,251,8358,20003.58
2017-11-14,53477,29853,23624,18626,16064,110182,55130,10897,389,12521,23864.25
2017-11-15,72709,65423,7286,9712,26649,80235,44429,6468,252,8754,39725.16
2017-11-16,48716,76156,-27440,-32116,16333,145578,54932,12434,114,14818,58964.04
2017-11-17,98137,56757,41380,42514,12404,70639,27946,18625,266,6241,43032.64
2017-11-18,56018,44952,11066,6670,39218,89141,52268,10330,412,4671,27395.33
2017-11-19,28061,26326,1735,1626,40177,57371,28509,6714,125,7917,18123.32
2017-11-20,28609,18463,10146,7728,25711,146787,43409,11908,443,6310,12988.04
2017-11-21,55371,42163,13208,11330,19557,142549,36454,19050,110,13602,25574.59
2017-11-22,40805,47600,-6795,-3819,26003,68178,65662,19478,130,14004,32825.3
2017-11-23,27857,72760,-44903,-46789,42577,94034,39696,13154,176,3742,56466.64
2017-11-24,31620,62156,-30536,-35190,28336,113816,37429,9612,447,10233,37646.18
2017-11-25,28177,29075,-898,-2455,10683,110323,46661,9591,367,11952,22260.41
2017-11-26,50111,43709,6402,3656,10975,116367,20653,11508,259,6375,33555.81
2017-11-27,31826,58315,-26489,-23187,21411,105691,40717,9668,139,5674,35021.6
2017-11-28,33890,52709,-18819,-23797,33730,81421,27710,9748,120,6384,41208.35
2017-11-29,78031,31010,47021,45837,34433,66665,23964,9396,301,3733,23043.41
2017-11-30,95020,15897,79123,75830,41373,110591,49746,11934,189,13809,12526.77
2017-12-01,25495,56012,-30517,-28802,39986,70041,41890,11136,377,12686,44015.68
2017-12-02,48481,15605,32876,33929,38269,102779,48560,18603,190,14552,10137.94
2017-12-03,31267,51445,-20178,-21363,21424,107482,23091,18047,393,13810,36192.77
2017-12-04,26743,52315,-25572,-21634,42828,88866,49830,11025,489,5434,36508.76
